gene_id,entrez_id,gene_name,symbol,sample1,sample2,sample3,sample4,sample5,sample6,sample7,sample8,sample9,sample10,sample11,sample12
ENSG00000041353,5874,RAB27B,RAB27B,6,4,15,4,10,0,1,5,2,2,0,2
ENSG00000041357,5685,PSMA4,PSMA4,14,15,16,10,25,30,41,9,15,10,22,27
ENSG00000041515,23026,MYO16,MYO16,26,29,27,46,17,9,70,78,22,29,39,12
ENSG00000041802,55341,LSG1,LSG1,8,9,4,7,10,15,13,9,6,16,9,1
ENSG00000041880,10039,PARP3,PARP3,11,31,11,13,9,5,12,6,5,6,7,21
ENSG00000041982,3371,TNC,TNC,0,0,0,0,0,0,0,0,3,0,0,7
ENSG00000041988,90326,THAP3,THAP3,36,16,34,33,15,36,42,15,26,33,29,51
ENSG00000042062,140876,FAM65C,FAM65C,3,0,2,7,1,0,4,3,6,4,5,21
ENSG00000042088,55775,TDP1,TDP1,71,109,71,79,58,131,70,86,79,61,53,31
ENSG00000042286,84883,AIFM2,AIFM2,7,1,14,7,1,2,11,8,2,10,11,5
ENSG00000042304,56918,C2orf83,C2orf83,16,52,58,69,32,39,48,31,44,28,24,18
ENSG00000042317,55812,SPATA7,SPATA7,4,10,1,0,0,1,2,3,7,0,0,6
ENSG00000042429,9440,MED17,MED17,27,27,9,8,13,26,55,62,13,80,30,17
ENSG00000042445,54884,RETSAT,RETSAT,12,9,4,6,15,3,14,10,16,7,5,4
ENSG00000042493,822,CAPG,CAPG,90,201,156,74,111,41,87,136,82,92,145,79
ENSG00000042753,1175,AP2S1,AP2S1,46,24,35,12,17,23,24,31,25,64,22,23
ENSG00000042781,7399,USH2A,USH2A,272,205,336,199,164,94,233,125,279,260,220,268
ENSG00000042813,11055,ZPBP,ZPBP,180,463,326,329,263,403,264,414,317,550,209,714
ENSG00000042832,7038,TG,TG,1,11,16,5,9,4,13,26,19,11,6,20
ENSG00000042980,10863,ADAM28,ADAM28,31,33,28,63,33,11,73,39,60,15,17,65
ENSG00000043039,8538,BARX2,BARX2,10,36,59,52,45,48,41,46,36,57,35,7
ENSG00000043093,54165,DCUN1D1,DCUN1D1,322,681,371,479,367,371,488,513,405,467,327,425
ENSG00000043143,23338,JADE2,JADE2,50,108,147,178,76,40,83,92,170,182,122,76
ENSG00000043355,7546,ZIC2,ZIC2,33,31,29,16,51,39,88,69,64,42,51,57
ENSG00000043462,3937,LCP2,LCP2,30,4,28,39,23,58,27,17,13,13,39,34
ENSG00000043514,54802,TRIT1,TRIT1,0,0,0,1,0,0,0,0,0,1,0,0
ENSG00000043591,153,ADRB1,ADRB1,125,137,87,68,92,69,129,78,114,65,139,124
ENSG00000044012,2981,GUCA2B,GUCA2B,65,70,82,82,81,80,26,46,77,73,86,82
ENSG00000044090,9820,CUL7,CUL7,14,6,34,17,19,17,25,12,17,10,27,5
ENSG00000044115,1495,CTNNA1,CTNNA1,6,3,16,7,19,26,1,3,5,11,10,9
ENSG00000044446,5256,PHKA2,PHKA2,30,26,20,15,16,30,40,12,12,15,11,31
ENSG00000044459,54875,CNTLN,CNTLN,69,72,47,160,101,145,105,67,109,84,53,27
ENSG00000044524,2042,EPHA3,EPHA3,56,31,23,21,35,3,6,17,30,17,13,20
ENSG00000044574,3309,HSPA5,HSPA5,17,21,30,26,46,30,20,24,24,26,44,20
ENSG00000046604,1829,DSG2,DSG2,1,0,0,2,1,0,0,0,2,2,0,8
ENSG00000046647,54960,GEMIN8,GEMIN8,1,2,2,12,6,4,0,0,5,1,0,2
ENSG00000046651,8481,OFD1,OFD1,51,157,127,228,129,117,58,37,60,116,147,59
ENSG00000046653,2824,GPM6B,GPM6B,20,10,26,12,47,29,19,50,15,27,16,20
ENSG00000046774,51438,MAGEC2,MAGEC2,5,3,14,3,6,6,11,5,2,5,1,1
ENSG00000046889,80243,PREX2,PREX2,121,159,130,148,122,205,124,88,216,74,166,132
ENSG00000047056,22884,WDR37,WDR37,7,7,18,6,11,12,2,3,4,4,0,1
ENSG00000047188,64848,YTHDC2,YTHDC2,8,4,4,0,3,24,0,0,7,4,3,0
ENSG00000047230,56474,CTPS2,CTPS2,26,27,40,32,29,4,13,13,6,17,24,32
ENSG00000047249,51606,ATP6V1H,ATP6V1H,20,12,20,13,21,16,15,5,12,16,4,18
ENSG00000047315,5431,POLR2B,POLR2B,1,0,0,2,0,2,5,8,8,3,1,13
ENSG00000047346,56204,FAM214A,FAM214A,14,14,7,3,16,10,8,7,2,9,0,7
ENSG00000047365,101928667,ARAP2,ARAP2,532,223,205,428,302,400,247,322,300,220,495,284
ENSG00000047410,7175,TPR,TPR,22,58,35,61,75,27,18,42,18,42,76,26
ENSG00000047457,1356,CP,CP,144,278,168,181,157,192,270,157,120,183,162,163
ENSG00000047578,23247,KIAA0556,KIAA0556,20,43,11,40,64,14,59,17,39,16,57,50
ENSG00000047579,84062,DTNBP1,DTNBP1,21,17,9,16,3,7,13,0,14,17,10,25
ENSG00000047597,7504,XK,XK,4,7,4,10,4,5,2,13,8,3,3,25
ENSG00000047617,57101,ANO2,ANO2,1040,195,876,923,731,481,458,769,655,911,574,826
ENSG00000047621,57102,C12orf4,C12orf4,0,0,5,9,13,3,0,10,29,14,5,2
ENSG00000047634,6322,SCML1,SCML1,21,3,0,13,3,0,0,7,0,3,1,3
ENSG00000047644,55841,WWC3,WWC3,105,134,105,106,143,88,96,142,94,85,223,90
ENSG00000047648,395,ARHGAP6,ARHGAP6,19,3,12,7,12,13,16,10,11,12,3,15
ENSG00000047662,27146,FAM184B,FAM184B,24,37,66,25,28,26,22,47,38,33,69,89
ENSG00000047849,4134,MAP4,MAP4,12,18,27,19,35,46,43,60,40,55,25,38
ENSG00000047932,57120,GOPC,GOPC,15,12,9,5,9,31,21,5,9,15,4,26
ENSG00000047936,6098,ROS1,ROS1,45,33,21,34,11,91,46,71,38,55,189,31
ENSG00000048028,57646,USP28,USP28,96,168,60,80,93,65,89,98,78,125,149,105
ENSG00000048052,9734,HDAC9,HDAC9,11,7,21,4,28,11,53,25,17,20,47,29
ENSG00000048140,26262,TSPAN17,TSPAN17,76,108,53,51,222,149,75,71,75,91,64,108
ENSG00000048162,51491,NOP16,NOP16,67,22,98,53,83,60,74,180,54,86,79,89
ENSG00000048342,57545,CC2D2A,CC2D2A,1,0,17,3,0,2,0,1,0,11,2,0
ENSG00000048392,50484,RRM2B,RRM2B,347,399,371,449,543,283,596,608,283,430,360,300
ENSG00000048405,168850,ZNF800,ZNF800,23,14,38,52,26,23,51,7,21,23,28,29
ENSG00000048462,608,TNFRSF17,TNFRSF17,6,10,16,16,19,5,14,5,3,39,10,10
ENSG00000048471,101929304,SNX29,SNX29,26,56,20,35,49,36,43,39,23,64,59,40
ENSG00000048540,55885,LMO3,LMO3,2,1,0,5,9,0,0,1,0,2,0,3
ENSG00000048544,55173,MRPS10,MRPS10,71,17,31,12,21,16,12,13,74,48,28,36
ENSG00000048545,2978,GUCA1A,GUCA1A,1,8,5,0,3,1,6,4,7,0,2,3
ENSG00000048649,51773,RSF1,RSF1,7,1,0,0,0,0,0,0,0,0,3,0
ENSG00000048707,55187,VPS13D,VPS13D,54,36,116,181,153,161,72,53,132,132,41,161
ENSG00000048740,10659,CELF2,CELF2,143,57,85,76,54,95,69,62,92,56,79,60
ENSG00000048828,23196,FAM120A,FAM120A,0,0,0,0,0,6,0,0,9,0,1,25
ENSG00000048991,23518,R3HDM1,R3HDM1,35,15,49,40,23,35,28,52,20,13,67,22
ENSG00000049089,1298,COL9A2,COL9A2,0,0,0,5,0,1,0,0,1,0,0,6
ENSG00000049130,4254,KITLG,KITLG,21,49,60,59,45,52,37,44,65,31,40,48
ENSG00000049167,1161,ERCC8,ERCC8,303,236,218,237,277,250,164,336,322,541,304,426
ENSG00000049192,11174,ADAMTS6,ADAMTS6,6,5,1,0,10,0,0,1,0,0,13,0
ENSG00000049239,9563,H6PD,H6PD,12,24,9,48,11,3,1,16,8,3,16,3
ENSG00000049245,9341,VAMP3,VAMP3,30,21,19,25,16,16,54,67,17,36,33,13
ENSG00000049246,8863,PER3,PER3,8,4,4,9,4,9,16,0,1,4,0,21
ENSG00000049247,10911,UTS2,UTS2,329,315,181,339,303,283,246,123,168,201,153,171
ENSG00000049249,3604,TNFRSF9,TNFRSF9,1,14,5,16,6,3,28,13,9,18,5,11
ENSG00000049283,55040,EPN3,EPN3,1,1,2,0,6,5,11,0,7,6,20,1
ENSG00000049319,NA,SRD5A2,SRD5A2,99,44,77,82,75,114,57,62,173,90,85,86
ENSG00000049323,4052,LTBP1,LTBP1,13,9,10,14,24,14,34,17,61,20,21,6
ENSG00000049449,440034,RCN1,RCN1,116,41,33,107,52,67,36,51,49,48,102,88
ENSG00000049540,2006,ELN,ELN,1,1,3,0,2,4,1,3,1,0,0,2
ENSG00000049541,5982,RFC2,RFC2,0,0,0,1,0,1,1,2,10,4,1,0
ENSG00000049618,57492,ARID1B,ARID1B,0,6,3,1,0,0,1,1,14,4,3,0
ENSG00000049656,81037,CLPTM1L,CLPTM1L,30,83,64,58,8,53,24,43,20,63,15,36
ENSG00000049759,23327,NEDD4L,NEDD4L,0,0,11,0,11,14,4,3,5,1,2,4
ENSG00000049768,50943,FOXP3,FOXP3,5,4,29,6,5,9,2,11,12,3,29,27
ENSG00000049769,89801,PPP1R3F,PPP1R3F,109,130,85,77,38,44,48,54,87,59,44,88
ENSG00000049860,3074,HEXB,HEXB,0,7,18,8,16,4,3,0,1,10,4,7
ENSG00000049883,79810,PTCD2,PTCD2,38,84,94,122,74,75,51,43,75,82,118,62
ENSG00000050030,340533,KIAA2022,KIAA2022,16,9,9,18,27,10,5,20,13,13,4,15
ENSG00000050130,51528,JKAMP,JKAMP,9,11,15,13,14,13,1,11,13,2,6,23
ENSG00000050165,27122,DKK3,DKK3,40,28,20,15,35,48,38,38,22,23,18,28
ENSG00000050327,7984,ARHGEF5,ARHGEF5,15,47,19,46,48,22,58,38,48,72,28,27
ENSG00000050344,9603,NFE2L3,NFE2L3,0,0,1,1,0,0,0,0,1,0,0,0
ENSG00000050393,63933,MCUR1,MCUR1,8,2,3,4,10,12,17,1,6,1,14,15
ENSG00000050405,51474,LIMA1,LIMA1,7,6,8,32,17,11,20,16,14,14,9,30
ENSG00000050426,25875,LETMD1,LETMD1,5,47,11,4,18,34,31,11,5,8,20,18
ENSG00000050438,9498,SLC4A8,SLC4A8,83,98,49,47,57,81,56,150,120,104,75,63
ENSG00000050555,10319,LAMC3,LAMC3,355,262,295,421,321,295,467,319,245,318,285,196
ENSG00000050628,5733,PTGER3,PTGER3,34,13,13,17,18,14,25,4,21,8,0,26
ENSG00000050730,79931,TNIP3,TNIP3,131,147,231,175,150,227,175,81,84,121,136,186
ENSG00000050748,5601,MAPK9,MAPK9,0,8,0,1,0,3,4,0,0,0,1,0
ENSG00000050767,91522,COL23A1,COL23A1,22,4,23,22,19,40,12,19,25,22,12,15
ENSG00000050820,9564,BCAR1,BCAR1,17,4,3,10,2,4,20,2,3,18,16,5
ENSG00000051009,84067,FAM160A2,FAM160A2,87,89,30,38,62,128,44,93,39,85,30,58
ENSG00000051108,9709,HERPUD1,HERPUD1,112,68,61,124,81,67,118,64,53,67,65,68
ENSG00000051128,9454,HOMER3,HOMER3,4,5,13,6,0,3,6,8,5,3,19,7
ENSG00000051180,5888,RAD51,RAD51,34,3,1,1,13,0,0,25,9,4,0,7
ENSG00000051341,10721,POLQ,POLQ,17,17,2,14,3,15,43,3,4,11,19,3
ENSG00000051382,5291,PIK3CB,PIK3CB,10,0,0,21,4,6,7,5,1,19,3,23
ENSG00000051523,1535,CYBA,CYBA,20,3,10,5,13,35,8,7,10,1,6,13
ENSG00000051596,84321,THOC3,THOC3,50,24,21,18,35,29,51,35,18,11,54,27
ENSG00000051620,23593,HEBP2,HEBP2,11,69,35,33,55,33,40,15,44,37,17,67
ENSG00000051825,10198,MPHOSPH9,MPHOSPH9,111,29,33,84,148,172,95,36,55,35,58,59
ENSG00000052126,54477,PLEKHA5,PLEKHA5,2,18,16,35,13,10,6,3,29,10,3,4
ENSG00000052344,5652,PRSS8,PRSS8,13,0,10,5,2,4,13,3,3,6,6,5
ENSG00000052723,80143,SIKE1,SIKE1,5,2,7,29,12,1,20,14,16,2,5,7
ENSG00000052749,23223,RRP12,RRP12,27,90,24,56,47,104,17,137,56,37,51,42
ENSG00000052795,57600,FNIP2,FNIP2,20,20,26,18,25,45,23,8,34,21,25,22
ENSG00000052802,6307,MSMO1,MSMO1,12,10,12,37,31,4,16,26,16,19,28,17
ENSG00000052841,55761,TTC17,TTC17,8,24,46,19,19,5,14,6,8,33,6,34
ENSG00000052850,60529,ALX4,ALX4,20,0,8,1,16,4,3,2,17,9,8,6
ENSG00000053108,23105,FSTL4,FSTL4,38,50,21,34,30,20,31,56,34,78,37,26
ENSG00000053254,1112,FOXN3,FOXN3,24,1,26,7,11,5,5,3,9,8,28,15
ENSG00000053328,728464,METTL24,METTL24,3,4,13,3,16,13,7,1,8,9,11,2
ENSG00000053371,8574,AKR7A2,AKR7A2,13,9,8,5,10,24,3,0,7,7,7,5
ENSG00000053372,51154,MRTO4,MRTO4,12,17,3,8,11,10,5,7,8,4,16,5
ENSG00000053438,4826,NNAT,NNAT,30,35,5,4,7,21,2,4,17,0,1,10
ENSG00000053501,55850,USE1,USE1,41,6,26,12,11,6,26,3,19,4,19,20
ENSG00000053524,23101,MCF2L2,MCF2L2,6,2,3,2,2,9,8,2,9,7,3,8
ENSG00000053702,83714,NRIP2,NRIP2,8,25,7,19,12,19,21,4,13,11,0,4
ENSG00000053747,3909,LAMA3,LAMA3,4,8,2,2,1,1,11,3,8,0,12,13
ENSG00000053770,55745,AP5M1,AP5M1,22,44,53,53,22,11,15,33,24,20,35,43
ENSG00000053900,29945,ANAPC4,ANAPC4,75,45,126,46,82,90,96,80,35,103,104,63
ENSG00000053918,3784,KCNQ1,KCNQ1,25,22,33,39,60,67,72,45,34,74,58,74
ENSG00000054116,27095,TRAPPC3,TRAPPC3,4,0,2,2,2,0,1,1,0,5,6,2
ENSG00000054118,9967,THRAP3,THRAP3,3,1,10,8,0,3,21,4,2,5,0,0
ENSG00000054148,29085,PHPT1,PHPT1,2,0,0,1,0,0,0,2,2,5,0,2
ENSG00000054179,954,ENTPD2,ENTPD2,2,2,5,5,0,0,0,0,2,15,4,1
ENSG00000054219,100526664,LY75,LY75,17,12,9,14,26,18,18,18,18,41,17,22
ENSG00000054267,51742,ARID4B,ARID4B,10,12,11,1,4,6,14,2,0,9,8,22
ENSG00000054277,23596,OPN3,OPN3,29,14,63,17,8,40,17,42,29,34,28,25
ENSG00000054282,10806,SDCCAG8,SDCCAG8,159,213,152,320,133,134,134,92,222,144,144,246
ENSG00000054356,5798,PTPRN,PTPRN,19,15,24,42,31,14,40,12,10,26,24,27
ENSG00000054392,55733,HHAT,HHAT,7,5,6,8,4,1,5,4,2,4,1,7
ENSG00000054523,23095,KIF1B,KIF1B,58,17,44,20,27,55,29,47,55,33,37,23
ENSG00000054598,2296,FOXC1,FOXC1,6,14,8,2,7,11,6,11,2,6,5,4
ENSG00000054611,25771,TBC1D22A,TBC1D22A,3,0,5,0,7,4,0,0,0,1,6,5
ENSG00000054654,23224,SYNE2,SYNE2,326,202,183,310,239,95,303,231,336,316,397,82
ENSG00000054690,57475,PLEKHH1,PLEKHH1,10,5,2,1,2,0,0,0,0,2,21,0
ENSG00000054793,10079,ATP9A,ATP9A,14,73,74,41,43,49,37,62,23,14,43,59
ENSG00000054796,23626,SPO11,SPO11,18,7,32,26,13,34,30,40,16,24,51,34
ENSG00000054803,140689,CBLN4,CBLN4,8,5,8,0,2,4,1,8,5,0,5,1
ENSG00000054938,25884,CHRDL2,CHRDL2,8,11,6,1,17,12,16,32,10,13,21,6
ENSG00000054965,23201,FAM168A,FAM168A,284,212,351,221,311,199,234,129,277,328,138,290
ENSG00000054967,84957,RELT,RELT,25,3,10,11,16,8,17,9,31,5,13,6
ENSG00000054983,2581,GALC,GALC,29,37,31,36,54,72,86,91,19,126,52,74
ENSG00000055044,51602,NOP58,NOP58,13,19,7,3,3,10,6,17,13,8,6,2
ENSG00000055070,26099,SZRD1,SZRD1,22,100,22,52,38,12,23,15,30,30,102,49
ENSG00000055118,3757,KCNH2,KCNH2,47,6,10,5,6,13,9,6,13,11,7,10
ENSG00000055130,8454,CUL1,CUL1,30,21,22,13,16,25,21,13,40,40,18,23
ENSG00000055147,10827,FAM114A2,FAM114A2,18,68,35,28,75,44,62,32,50,23,45,47
ENSG00000055163,26999,CYFIP2,CYFIP2,48,8,21,28,18,30,29,18,11,17,17,38
ENSG00000055208,23118,TAB2,TAB2,54,167,88,100,138,57,182,242,169,214,91,53
ENSG00000055211,116254,GINM1,GINM1,7,14,4,19,8,13,13,12,10,8,20,8
ENSG00000055332,5610,EIF2AK2,EIF2AK2,3,0,11,11,9,22,3,11,13,6,4,1
ENSG00000055483,57602,USP36,USP36,30,60,55,37,79,22,59,24,77,26,24,25
ENSG00000055609,58508,KMT2C,KMT2C,14,17,7,16,8,11,6,5,4,4,6,9
ENSG00000055732,55283,MCOLN3,MCOLN3,37,26,27,21,50,29,50,41,30,42,42,50
ENSG00000055813,114800,CCDC85A,CCDC85A,156,90,124,142,143,238,137,211,120,78,87,77
ENSG00000055917,23369,PUM2,PUM2,265,253,220,51,107,262,139,396,247,210,212,415
ENSG00000055950,84545,MRPL43,MRPL43,47,38,52,95,34,91,21,73,42,12,23,46
ENSG00000055955,3700,ITIH4,ITIH4,13,10,28,18,6,15,47,11,37,11,11,19
ENSG00000055957,3697,ITIH1,ITIH1,3,8,13,13,14,18,18,40,5,20,16,7
ENSG00000056050,54969,C4orf27,C4orf27,4,0,7,2,0,4,11,4,10,10,0,1
ENSG00000056097,51663,ZFR,ZFR,25,15,25,13,12,31,46,6,16,48,21,39
ENSG00000056277,55609,ZNF280C,ZNF280C,27,38,20,17,25,24,13,23,19,7,14,29
ENSG00000056291,10886,NPFFR2,NPFFR2,5,1,4,5,4,27,2,7,6,3,1,4
ENSG00000056487,112885,PHF21B,PHF21B,23,12,16,34,21,30,39,15,17,55,46,49
ENSG00000056558,7185,TRAF1,TRAF1,484,238,559,780,459,512,426,601,701,501,589,228
ENSG00000056586,54542,RC3H2,RC3H2,723,468,271,935,323,508,559,483,793,512,855,918
ENSG00000056661,7703,PCGF2,PCGF2,15,4,2,7,2,6,1,0,8,2,3,2
ENSG00000056678,3833,KIFC1,KIFC1,7,7,1,8,5,7,3,4,2,13,3,4
ENSG00000056736,55540,IL17RB,IL17RB,0,3,5,0,3,0,0,5,1,4,0,0
ENSG00000056972,10758,TRAF3IP2,TRAF3IP2,0,5,12,0,7,9,4,5,3,7,19,14
ENSG00000056998,8908,GYG2,GYG2,38,15,16,22,2,8,2,15,4,16,16,15
ENSG00000057019,131566,DCBLD2,DCBLD2,2,8,4,12,5,6,14,1,1,13,3,10
ENSG00000057149,6317,SERPINB3,SERPINB3,714,1484,1486,490,847,1821,1403,1638,979,647,1352,786
ENSG00000057252,6646,SOAT1,SOAT1,41,30,11,18,52,18,18,21,15,18,25,11
ENSG00000057294,5318,PKP2,PKP2,23,12,35,8,10,18,4,13,15,0,9,18
ENSG00000057468,4438,MSH4,MSH4,12,12,4,2,3,16,0,17,0,4,1,4
ENSG00000057593,2155,F7,F7,32,72,73,27,47,29,25,27,21,24,4,24
ENSG00000057608,2665,GDI2,GDI2,50,67,27,57,58,108,99,80,32,54,65,41
ENSG00000057657,639,PRDM1,PRDM1,49,90,27,77,46,78,73,25,128,26,42,33
ENSG00000057663,9474,ATG5,ATG5,72,116,102,112,187,109,133,126,216,150,46,203
ENSG00000057704,57458,TMCC3,TMCC3,19,4,47,35,54,18,14,28,25,13,31,34
ENSG00000057757,57095,PITHD1,PITHD1,3,15,9,1,3,4,5,26,2,5,4,2
ENSG00000057935,57504,MTA3,MTA3,14,35,16,15,16,30,25,16,27,43,18,25
ENSG00000058056,8975,USP13,USP13,204,243,185,190,268,130,92,208,135,187,132,232
ENSG00000058063,23200,ATP11B,ATP11B,24,15,22,5,7,30,28,57,20,29,8,10
ENSG00000058085,3918,LAMC2,LAMC2,19,23,51,40,68,73,59,16,46,56,75,127
ENSG00000058091,5218,CDK14,CDK14,0,2,2,8,3,0,0,9,2,4,3,0
ENSG00000058262,29927,SEC61A1,SEC61A1,1,3,1,11,22,11,12,10,9,1,8,2
ENSG00000058272,4659,PPP1R12A,PPP1R12A,121,108,209,149,65,152,83,67,111,113,61,80
ENSG00000058335,5923,RASGRF1,RASGRF1,17,25,23,10,2,3,5,18,1,9,33,9
ENSG00000058404,816,CAMK2B,CAMK2B,18,5,2,7,8,20,6,1,17,7,5,18
ENSG00000058453,9696,CROCC,CROCC,12,31,22,14,39,15,9,5,47,14,18,11
ENSG00000058600,101060521,POLR3E,POLR3E,24,19,103,48,42,82,65,76,78,30,76,55
ENSG00000058668,493,ATP2B4,ATP2B4,9,4,5,1,13,1,2,11,0,0,0,0
ENSG00000058673,441155,ZC3H11A,ZC3H11A,146,125,145,79,66,97,89,67,82,120,144,102
ENSG00000058729,55781,RIOK2,RIOK2,3,3,5,1,6,1,8,18,8,3,0,1
ENSG00000058799,54432,YIPF1,YIPF1,0,0,0,0,0,0,0,3,2,0,0,0
ENSG00000058804,55706,NDC1,NDC1,9,12,8,3,4,0,2,15,1,0,9,1
ENSG00000058866,1608,DGKG,DGKG,204,332,480,224,168,499,515,185,448,287,251,248
ENSG00000059122,84256,FLYWCH1,FLYWCH1,213,194,401,203,128,138,437,211,179,113,158,241
ENSG00000059145,64718,UNKL,UNKL,4,3,6,0,14,4,1,4,6,0,13,1
ENSG00000059377,6916,TBXAS1,TBXAS1,0,1,1,0,1,0,1,1,3,0,0,0
ENSG00000059378,64761,PARP12,PARP12,59,47,43,51,76,17,72,57,67,80,36,52
ENSG00000059573,5832,ALDH18A1,ALDH18A1,9,1,9,2,6,9,0,0,6,7,2,2
ENSG00000059588,6894,TARBP1,TARBP1,439,169,403,367,332,246,338,432,244,247,189,257
ENSG00000059691,5188,PET112,PET112,1,6,3,1,7,3,7,3,4,19,2,8
ENSG00000059728,4084,MXD1,MXD1,2,0,0,0,0,7,6,0,3,0,8,5
ENSG00000059758,5128,CDK17,CDK17,57,10,27,29,3,23,14,8,11,11,15,15
ENSG00000059769,552891,DNAJC25,DNAJC25,24,86,35,66,36,21,34,46,26,83,46,54
ENSG00000059804,6515,SLC2A3,SLC2A3,40,66,39,38,108,26,103,69,96,41,73,43
ENSG00000059915,5662,PSD,PSD,20,8,5,20,23,16,27,9,13,14,14,9
ENSG00000060069,9150,CTDP1,CTDP1,26,1,0,9,10,1,1,0,3,1,4,3
ENSG00000060138,8531,YBX3,YBX3,7,8,19,1,21,27,16,21,41,20,9,15
ENSG00000060140,55359,STYK1,STYK1,78,134,111,62,79,70,104,67,126,143,85,94
ENSG00000060237,65125,WNK1,WNK1,32,20,41,22,22,19,8,12,1,16,54,18
ENSG00000060303,NA,RPS17P5,RPS17P5,29,22,90,50,45,11,38,55,14,14,32,67
ENSG00000060339,55749,CCAR1,CCAR1,425,204,229,343,139,274,213,89,277,263,244,128
ENSG00000060491,11054,OGFR,OGFR,4,1,43,5,5,17,2,22,10,0,14,9
ENSG00000060558,2769,GNA15,GNA15,15,28,39,17,27,79,59,17,41,55,28,43
ENSG00000060566,84699,CREB3L3,CREB3L3,121,91,132,93,137,82,147,126,105,190,128,83
ENSG00000060642,55650,PIGV,PIGV,16,4,4,8,5,21,25,4,1,2,9,1
ENSG00000060656,10076,PTPRU,PTPRU,19,19,8,20,13,11,5,26,3,22,11,16
ENSG00000060688,9410,SNRNP40,SNRNP40,10,2,3,11,2,0,5,2,9,5,8,1
ENSG00000060709,23504,RIMBP2,RIMBP2,42,37,29,39,11,25,25,42,22,33,35,23
ENSG00000060718,1301,COL11A1,COL11A1,12,7,4,23,2,17,10,16,16,24,6,16
ENSG00000060749,79832,QSER1,QSER1,12,5,11,4,8,17,2,5,1,4,0,12
ENSG00000060762,51660,MPC1,MPC1,0,0,0,0,2,0,2,1,0,0,0,0
ENSG00000060971,30,ACAA1,ACAA1,8,6,9,12,6,9,6,5,11,3,8,3
ENSG00000060982,586,BCAT1,BCAT1,47,47,61,66,81,39,79,57,33,17,18,145
ENSG00000061273,51564,HDAC7,HDAC7,100,140,109,115,101,100,134,127,162,84,165,115
ENSG00000061337,11178,LZTS1,LZTS1,3,18,9,8,8,11,18,4,11,0,34,9
ENSG00000061455,93166,PRDM6,PRDM6,12,37,36,49,70,49,46,22,45,16,38,22
ENSG00000061492,7478,WNT8A,WNT8A,16,5,16,7,10,25,22,30,4,6,2,6
ENSG00000061656,6676,SPAG4,SPAG4,122,78,61,148,112,130,67,74,112,81,93,88
ENSG00000061676,10787,NCKAP1,NCKAP1,32,75,51,20,61,71,78,120,75,32,37,90
ENSG00000061794,60488,MRPS35,MRPS35,157,153,358,282,283,220,197,181,212,275,344,285
ENSG00000061918,2983,GUCY1B3,GUCY1B3,39,10,23,33,54,23,9,9,23,21,18,26
ENSG00000061936,6433,SFSWAP,SFSWAP,245,169,239,136,110,117,231,218,141,84,202,140
ENSG00000061938,10188,TNK2,TNK2,9,20,23,10,8,31,14,22,11,34,28,28
ENSG00000061987,23041,MON2,MON2,11,8,3,0,15,10,0,7,26,4,6,4
ENSG00000062038,1001,CDH3,CDH3,45,33,50,28,33,23,32,61,11,32,25,18
ENSG00000062096,416,ARSF,ARSF,483,460,536,641,391,394,512,724,443,851,532,412
ENSG00000062194,65056,GPBP1,GPBP1,40,33,22,28,35,32,79,29,19,28,26,23
ENSG00000062282,84649,DGAT2,DGAT2,9,3,15,7,21,6,16,16,7,9,8,8
ENSG00000062370,7771,ZNF112,ZNF112,35,55,68,64,40,131,66,72,86,46,58,66
ENSG00000062485,1431,CS,CS,38,16,3,17,5,22,19,16,35,7,45,8
ENSG00000062524,4058,LTK,LTK,41,32,60,31,28,40,19,26,55,35,17,16
ENSG00000062582,64951,MRPS24,MRPS24,484,334,411,341,421,307,436,613,359,167,504,679
ENSG00000062598,63916,ELMO2,ELMO2,30,23,14,43,15,18,11,25,12,27,16,18
ENSG00000062650,23063,WAPAL,WAPAL,33,70,30,47,52,62,19,46,36,37,67,68
ENSG00000062716,406991,VMP1,VMP1,42,36,57,27,58,64,54,82,65,40,24,51
ENSG00000062725,10513,APPBP2,APPBP2,4,6,0,9,0,1,8,6,0,2,3,1
ENSG00000062822,5424,POLD1,POLD1,19,18,31,33,31,41,39,11,45,79,37,62
ENSG00000063015,124925,SEZ6,SEZ6,120,252,79,219,70,141,98,163,63,100,128,107
ENSG00000063046,1975,EIF4B,EIF4B,7,2,3,24,7,4,4,6,8,0,9,1
ENSG00000063127,28968,SLC6A16,SLC6A16,38,108,118,55,53,61,75,75,78,133,134,33
ENSG00000063169,29998,GLTSCR1,GLTSCR1,20,16,15,8,1,5,10,1,14,9,5,18
ENSG00000063176,56848,SPHK2,SPHK2,2,0,1,1,0,2,0,4,2,2,10,19
ENSG00000063177,6141,RPL18,RPL18,19,4,2,38,11,4,5,12,0,4,13,22
ENSG00000063180,770,CA11,CA11,0,1,1,1,1,1,2,3,1,1,5,5
ENSG00000063241,79763,ISOC2,ISOC2,4,12,4,13,3,1,7,1,6,1,6,0
ENSG00000063244,11338,U2AF2,U2AF2,15,11,23,7,36,12,4,8,19,11,19,3
ENSG00000063245,29924,EPN1,EPN1,3,25,24,3,11,8,15,14,18,23,27,30
ENSG00000063322,55588,MED29,MED29,33,30,51,16,50,25,32,16,44,20,34,28
ENSG00000063438,57491,AHRR,AHRR,22,31,7,9,18,14,10,21,28,25,23,6
